timestamp,num_satellites,latitude,longitude,altitude,latitude_sigma,longitude_sigma,altitude_sigma,northing,easting,down,utm_zone
1403774724400252,6,51.765472,-1.258719,62.232900,2.467100,1.764200,5.757400,5736388.208423,620159.251472,-62.232900,30U
1403774724585303,6,51.765472,-1.258719,62.272400,2.467100,1.764600,5.757700,5736388.203470,620159.265286,-62.272400,30U
1403774724781453,6,51.765471,-1.258719,62.304500,2.467100,1.764900,5.757500,5736388.198362,620159.262753,-62.304500,30U
1403774724986697,6,51.765472,-1.258719,62.333500,2.467500,1.765000,5.757800,5736388.201680,620159.262366,-62.333500,30U
1403774725186274,6,51.765471,-1.258719,62.364000,2.467800,1.764800,5.757600,5736388.184519,620159.257296,-62.364000,30U
1403774725398350,6,51.765471,-1.258719,62.376800,2.467600,1.764400,5.757400,5736388.186394,620159.264494,-62.376800,30U
1403774725586176,6,51.765472,-1.258719,62.391600,2.467600,1.764100,5.758100,5736388.207747,620159.268175,-62.391600,30U
1403774725786174,6,51.765472,-1.258719,62.423400,2.467300,1.764100,5.758300,5736388.214270,620159.275544,-62.423400,30U
1403774725987426,6,51.765472,-1.258719,62.462900,2.467500,1.764000,5.758400,5736388.201966,620159.273795,-62.462900,30U
1403774726187370,6,51.765472,-1.258719,62.452900,2.468000,1.764100,5.758900,5736388.202653,620159.275625,-62.452900,30U
1403774726398939,6,51.765472,-1.258719,62.444100,2.468100,1.764200,5.759000,5736388.212775,620159.261263,-62.444100,30U
1403774726586192,6,51.765472,-1.258719,62.461800,2.468100,1.764300,5.758900,5736388.218542,620159.261447,-62.461800,30U
1403774726787458,6,51.765472,-1.258719,62.469400,2.468200,1.764300,5.759100,5736388.216662,620159.254414,-62.469400,30U
1403774726986827,6,51.765472,-1.258719,62.478500,2.468500,1.764400,5.759500,5736388.209140,620159.269898,-62.478500,30U
1403774727186327,6,51.765471,-1.258719,62.487900,2.468800,1.764700,5.760600,5736388.200566,620159.275887,-62.487900,30U
1403774727397367,6,51.765472,-1.258719,62.510700,2.468500,1.764700,5.760800,5736388.220530,620159.280271,-62.510700,30U
1403774727586056,6,51.765472,-1.258719,62.523000,2.468100,1.764700,5.760900,5736388.217407,620159.267389,-62.523000,30U
1403774727787015,6,51.765472,-1.258719,62.548900,2.468600,1.765000,5.762000,5736388.221176,620159.268565,-62.548900,30U
1403774727987375,6,51.765472,-1.258719,62.571800,2.468100,1.764900,5.761800,5736388.247681,620159.261615,-62.571800,30U
1403774728186398,7,51.765472,-1.258719,62.567200,2.468400,1.765100,5.762400,5736388.247739,620159.264173,-62.567200,30U
1403774728398172,7,51.765472,-1.258719,62.544800,2.468600,1.765100,5.762900,5736388.264808,620159.262142,-62.544800,30U
1403774728587803,7,51.765471,-1.258722,63.117000,2.459900,1.742500,5.708700,5736388.112313,620159.068766,-63.117000,30U
1403774728786436,7,51.765472,-1.258719,62.661900,2.460000,1.742400,5.708700,5736388.239454,620159.232859,-62.661900,30U
1403774728987292,7,51.765473,-1.258718,62.336400,2.459600,1.742200,5.708500,5736388.337716,620159.343590,-62.336400,30U
1403774729186811,7,51.765472,-1.258718,62.484300,2.459300,1.742200,5.708800,5736388.289966,620159.308365,-62.484300,30U
1403774729398062,7,51.765473,-1.258717,62.232200,2.456800,1.735600,5.693500,5736388.366861,620159.393475,-62.232200,30U
1403774729587750,7,51.765472,-1.258719,62.660700,2.417300,1.635500,5.454600,5736388.244106,620159.253303,-62.660700,30U
1403774729786473,7,51.765473,-1.258717,62.222200,2.417500,1.635900,5.455900,5736388.378642,620159.404733,-62.222200,30U
1403774729986979,7,51.765470,-1.258723,63.381700,2.417500,1.636200,5.456100,5736388.076903,620159.002433,-63.381700,30U
1403774730186639,7,51.765470,-1.258723,63.477200,2.422600,1.648500,5.485600,5736388.039243,620158.978374,-63.477200,30U
