timestamp,num_satellites,latitude,longitude,altitude,latitude_sigma,longitude_sigma,altitude_sigma,northing,easting,down,utm_zone
1417534257694150,7,51.760580,-1.261264,67.694015,2.473161,1.783681,4.293246,5735840.033426,619996.650335,-67.694015,30U
1417534257894151,7,51.760580,-1.261264,67.682331,2.473156,1.783678,4.293372,5735840.042562,619996.654005,-67.682331,30U
1417534258094153,7,51.760580,-1.261263,67.679871,2.473135,1.783665,4.293449,5735840.039323,619996.656659,-67.679871,30U
1417534258294154,7,51.760580,-1.261263,67.665329,2.473133,1.783666,4.293567,5735840.040353,619996.656490,-67.665329,30U
1417534258494155,7,51.760580,-1.261263,67.653535,2.473239,1.783754,4.293839,5735840.046431,619996.659107,-67.653535,30U
1417534258694157,7,51.760580,-1.261263,67.665392,2.473194,1.783734,4.293942,5735840.048196,619996.667485,-67.665392,30U
1417534258894158,7,51.760580,-1.261263,67.683086,2.473295,1.783800,4.294171,5735840.044399,619996.669475,-67.683086,30U
1417534259094159,7,51.760580,-1.261263,67.688913,2.473356,1.783908,4.294474,5735840.048690,619996.675434,-67.688913,30U
1417534259294161,7,51.760580,-1.261263,67.690924,2.473353,1.783910,4.294592,5735840.042074,619996.676856,-67.690924,30U
1417534259494162,7,51.760580,-1.261263,67.696207,2.473388,1.783869,4.294688,5735840.048950,619996.685398,-67.696207,30U
1417534259694163,7,51.760580,-1.261263,67.690652,2.473342,1.783855,4.294728,5735840.055286,619996.686739,-67.690652,30U
1417534259894165,7,51.760580,-1.261263,67.687915,2.473307,1.783882,4.294854,5735840.057189,619996.692977,-67.687915,30U
1417534260094166,7,51.760580,-1.261263,67.700269,2.473294,1.783852,4.294930,5735840.058373,619996.693411,-67.700269,30U
1417534260294167,7,51.760580,-1.261263,67.709074,2.473259,1.783821,4.294993,5735840.057377,619996.698427,-67.709074,30U
1417534260494169,7,51.760580,-1.261263,67.702589,2.473254,1.783837,4.295081,5735840.060876,619996.698905,-67.702589,30U
1417534260694170,7,51.760580,-1.261263,67.700160,2.473328,1.783856,4.295281,5735840.059772,619996.701016,-67.700160,30U
1417534260894171,7,51.760580,-1.261263,67.714401,2.473258,1.783843,4.295353,5735840.060625,619996.708687,-67.714401,30U
1417534261094173,7,51.760580,-1.261263,67.720042,2.473304,1.783850,4.295480,5735840.062565,619996.709678,-67.720042,30U
1417534261294174,7,51.760580,-1.261263,67.724339,2.473302,1.783852,4.295599,5735840.062086,619996.710207,-67.724339,30U
1417534261494175,7,51.760580,-1.261263,67.720868,2.473310,1.783867,4.295774,5735840.059138,619996.715078,-67.720868,30U
1417534261694177,7,51.760580,-1.261263,67.725153,2.473284,1.783830,4.295816,5735840.062956,619996.716928,-67.725153,30U
1417534261894178,7,51.760580,-1.261263,67.738738,2.473346,1.783900,4.296027,5735840.062905,619996.723399,-67.738738,30U
1417534262094179,7,51.760580,-1.261263,67.740093,2.473354,1.783901,4.296160,5735840.070853,619996.722719,-67.740093,30U
1417534262294181,7,51.760580,-1.261263,67.741128,2.473351,1.783902,4.296278,5735840.074547,619996.719430,-67.741128,30U
1417534262494182,7,51.760580,-1.261263,67.718328,2.467640,1.780428,4.283021,5735840.086802,619996.719321,-67.718328,30U
1417534262694183,7,51.760580,-1.261263,67.717204,2.467567,1.780479,4.283170,5735840.081113,619996.716559,-67.717204,30U
1417534262894185,7,51.760580,-1.261263,67.725155,2.467553,1.780443,4.283231,5735840.080548,619996.718429,-67.725155,30U
1417534263094186,7,51.760580,-1.261262,67.733947,2.467635,1.780451,4.283391,5735840.086881,619996.725483,-67.733947,30U
1417534263294188,7,51.760580,-1.261262,67.749637,2.467633,1.780452,4.283509,5735840.077225,619996.728124,-67.749637,30U
1417534263494189,7,51.760580,-1.261262,67.771173,2.467591,1.780457,4.283610,5735840.073414,619996.725004,-67.771173,30U
1417534263694190,7,51.760580,-1.261262,67.765255,2.467556,1.780459,4.283717,5735840.076672,619996.734019,-67.765255,30U
1417534263894192,7,51.760580,-1.261262,67.781632,2.467490,1.780411,4.283749,5735840.067524,619996.724106,-67.781632,30U
1417534264094193,7,51.760580,-1.261262,67.779939,2.467523,1.780476,4.283975,5735840.062768,619996.724062,-67.779939,30U
1417534264294194,7,51.760580,-1.261262,67.787401,2.467521,1.780477,4.284093,5735840.065464,619996.727612,-67.787401,30U
1417534264494196,7,51.760580,-1.261262,67.783818,2.467600,1.780465,4.284217,5735840.060534,619996.728551,-67.783818,30U
1417534264694148,7,51.760580,-1.261262,67.782108,2.467619,1.780488,4.284383,5735840.054323,619996.736275,-67.782108,30U
1417534264894150,7,51.760580,-1.261262,67.781168,2.467559,1.780494,4.284474,5735840.052009,619996.734808,-67.781168,30U
1417534265094151,7,51.760580,-1.261262,67.767022,2.467533,1.780472,4.284537,5735840.053242,619996.739337,-67.767022,30U
1417534265294152,7,51.760580,-1.261262,67.773512,2.467530,1.780473,4.284655,5735840.052218,619996.740380,-67.773512,30U
1417534265494153,7,51.760580,-1.261262,67.767495,2.467548,1.780481,4.284744,5735840.054635,619996.743328,-67.767495,30U
1417534265694075,7,51.760580,-1.261262,67.778638,2.467555,1.780485,4.284896,5735840.063406,619996.749928,-67.778638,30U
1417534265894076,7,51.760580,-1.261262,67.798563,2.467522,1.780491,4.285002,5735840.062643,619996.750416,-67.798563,30U
1417534266094077,7,51.760580,-1.261262,67.790776,2.467555,1.780469,4.285124,5735840.060191,619996.758091,-67.790776,30U
1417534266294078,7,51.760580,-1.261262,67.789615,2.467553,1.780470,4.285243,5735840.073064,619996.765897,-67.789615,30U
1417534266494080,7,51.760580,-1.261262,67.780286,2.467546,1.780476,4.285378,5735840.070043,619996.766892,-67.780286,30U
1417534266694081,7,51.760580,-1.261262,67.793458,2.467635,1.780523,4.285597,5735840.073485,619996.773069,-67.793458,30U
1417534266894082,7,51.760580,-1.261262,67.804714,2.467585,1.780518,4.285692,5735840.073223,619996.784229,-67.804714,30U
1417534267094083,7,51.760580,-1.261262,67.805885,2.467490,1.780517,4.285738,5735840.073993,619996.791573,-67.805885,30U
1417534267294084,7,51.760580,-1.261262,67.812425,2.467504,1.780577,4.285920,5735840.069015,619996.792036,-67.812425,30U
1417534267494085,7,51.760580,-1.261261,67.806268,2.467543,1.780530,4.286007,5735840.080327,619996.803802,-67.806268,30U
1417534267694087,7,51.760580,-1.261261,67.806007,2.467550,1.780553,4.286166,5735840.085470,619996.805818,-67.806007,30U
1417534267894088,7,51.760580,-1.261261,67.804743,2.467591,1.780604,4.286352,5735840.078137,619996.800188,-67.804743,30U
1417534268094089,7,51.760580,-1.261261,67.791199,2.467620,1.780598,4.286464,5735840.081887,619996.804775,-67.791199,30U
1417534268294090,7,51.760580,-1.261261,67.784574,2.467528,1.780574,4.286531,5735840.089163,619996.807931,-67.784574,30U
1417534268494091,7,51.760580,-1.261261,67.781616,2.467511,1.780585,4.286650,5735840.086288,619996.811478,-67.781616,30U
1417534268694092,7,51.760580,-1.261261,67.792716,2.467540,1.780562,4.286736,5735840.095879,619996.812146,-67.792716,30U
1417534268894094,7,51.760580,-1.261261,67.794930,2.467527,1.780530,4.286827,5735840.088837,619996.816648,-67.794930,30U
1417534269094095,7,51.760580,-1.261261,67.777400,2.467479,1.780533,4.286944,5735840.086952,619996.816892,-67.777400,30U
1417534269294096,7,51.760580,-1.261262,67.752822,2.465533,1.778052,4.286077,5735840.062000,619996.791921,-67.752822,30U
1417534269494097,7,51.760580,-1.261261,67.752297,2.465578,1.778105,4.286252,5735840.058114,619996.798213,-67.752297,30U
1417534269694098,7,51.760580,-1.261261,67.732957,2.465510,1.778080,4.286326,5735840.063743,619996.808905,-67.732957,30U
1417534269894099,7,51.760580,-1.261261,67.741909,2.465548,1.778102,4.286500,5735840.057115,619996.810395,-67.741909,30U
1417534270094100,7,51.760580,-1.261261,67.739805,2.465548,1.778113,4.286613,5735840.062878,619996.818654,-67.739805,30U
1417534270294102,7,51.760580,-1.261261,67.751237,2.465559,1.778114,4.286778,5735840.060778,619996.816566,-67.751237,30U
1417534270494103,7,51.760580,-1.261261,67.732816,2.465509,1.778097,4.286809,5735840.071244,619996.821298,-67.732816,30U
1417534270694104,7,51.760580,-1.261261,67.751623,2.465512,1.778116,4.286935,5735840.072148,619996.825312,-67.751623,30U
1417534270894105,7,51.760580,-1.261261,67.755992,2.465473,1.778159,4.287086,5735840.072698,619996.833026,-67.755992,30U
1417534271094106,7,51.760580,-1.261261,67.759623,2.465489,1.778157,4.287241,5735840.064981,619996.831256,-67.759623,30U
1417534271294107,7,51.760580,-1.261261,67.766917,2.465563,1.778151,4.287353,5735840.076070,619996.842356,-67.766917,30U
1417534271494109,7,51.760580,-1.261261,67.764326,2.465496,1.778121,4.287452,5735840.079440,619996.844581,-67.764326,30U
1417534271694110,7,51.760581,-1.261260,67.670609,2.463800,1.777277,4.279407,5735840.140825,619996.892770,-67.670609,30U
1417534271894111,7,51.760581,-1.261260,67.651699,2.463733,1.777241,4.279450,5735840.153736,619996.898887,-67.651699,30U
1417534272094112,7,51.760581,-1.261260,67.655119,2.463789,1.777241,4.279577,5735840.152833,619996.903487,-67.655119,30U
1417534272294113,7,51.760581,-1.261260,67.675837,2.463786,1.777241,4.279695,5735840.147033,619996.908353,-67.675837,30U
1417534272494114,7,51.760581,-1.261260,67.676733,2.463746,1.777253,4.279793,5735840.148668,619996.918534,-67.676733,30U
1417534272694116,7,51.760581,-1.261260,67.660387,2.463763,1.777255,4.279941,5735840.153068,619996.919578,-67.660387,30U
1417534272894117,7,51.760581,-1.261260,67.654015,2.463739,1.777240,4.280003,5735840.160952,619996.910115,-67.654015,30U
1417534273094118,7,51.760581,-1.261260,67.653376,2.463718,1.777206,4.280143,5735840.161042,619996.891491,-67.653376,30U
1417534273294119,7,51.760581,-1.261260,67.657010,2.463982,1.777157,4.280327,5735840.166051,619996.859748,-67.657010,30U
1417534273494120,7,51.760581,-1.261261,67.652578,2.464109,1.777172,4.280507,5735840.179486,619996.816986,-67.652578,30U
1417534273694121,7,51.760581,-1.261262,67.626458,2.464103,1.777035,4.280521,5735840.188737,619996.775742,-67.626458,30U
1417534273894123,7,51.760581,-1.261262,67.629026,2.463834,1.777143,4.280649,5735840.194931,619996.723782,-67.629026,30U
1417534274094124,7,51.760582,-1.261263,67.610111,2.464124,1.777179,4.280890,5735840.214711,619996.665420,-67.610111,30U
1417534274294125,7,51.760582,-1.261264,67.613453,2.464837,1.777145,4.281268,5735840.213044,619996.593659,-67.613453,30U
1417534274494126,7,51.760582,-1.261266,67.593125,2.465307,1.777441,4.281765,5735840.228464,619996.505986,-67.593125,30U
1417534274694127,7,51.760582,-1.261267,67.614481,2.463925,1.777291,4.281225,5735840.269253,619996.385081,-67.614481,30U
1417534274894128,7,51.760582,-1.261269,67.588282,2.463818,1.777059,4.281058,5735840.305958,619996.235108,-67.588282,30U
1417534275094129,7,51.760583,-1.261272,67.581637,2.463686,1.777044,4.281113,5735840.358127,619996.058633,-67.581637,30U
1417534275294131,7,51.760583,-1.261275,67.595213,2.463683,1.777045,4.281230,5735840.407365,619995.839367,-67.595213,30U
