timestamp,num_satellites,latitude,longitude,altitude,latitude_sigma,longitude_sigma,altitude_sigma,northing,easting,down,utm_zone
1403772868990737,8,51.765504,-1.258642,67.143500,0.587800,0.449700,1.061600,5736391.935375,620164.463396,-67.143500,30U
1403772869190419,8,51.765504,-1.258642,67.130500,0.595400,0.460200,1.073600,5736391.942245,620164.457182,-67.130500,30U
1403772869404926,8,51.765504,-1.258643,67.105000,0.603400,0.471100,1.086200,5736391.934102,620164.447992,-67.105000,30U
1403772869591442,8,51.765504,-1.258643,67.093600,0.611600,0.482300,1.099200,5736391.950292,620164.446348,-67.093600,30U
1403772869789665,8,51.765504,-1.258643,67.082000,0.620200,0.493800,1.112800,5736391.956725,620164.441141,-67.082000,30U
1403772869990504,8,51.765504,-1.258643,67.043100,0.629100,0.505600,1.126900,5736391.949822,620164.429984,-67.043100,30U
1403772870190725,8,51.765504,-1.258643,67.031200,0.638300,0.517600,1.141500,5736391.957849,620164.423918,-67.031200,30U
1403772870405622,8,51.765504,-1.258643,67.021900,0.647700,0.529900,1.156500,5736391.962034,620164.419822,-67.021900,30U
1403772870591570,8,51.765504,-1.258643,66.995800,0.657400,0.542500,1.172000,5736391.968349,620164.411030,-66.995800,30U
1403772870790608,8,51.765504,-1.258643,66.993200,0.667300,0.555200,1.187900,5736391.977025,620164.406908,-66.993200,30U
1403772870991286,8,51.765504,-1.258643,66.991100,0.677500,0.568200,1.204100,5736391.993496,620164.406636,-66.991100,30U
1403772871195292,8,51.765505,-1.258643,66.967400,0.687900,0.581300,1.220800,5736391.997362,620164.397075,-66.967400,30U
1403772871405336,8,51.765505,-1.258643,66.960800,0.698500,0.594600,1.237800,5736392.011773,620164.392212,-66.960800,30U
1403772871590553,8,51.765505,-1.258643,66.936400,0.709300,0.608100,1.255300,5736392.008551,620164.383479,-66.936400,30U
1403772871789327,8,51.765505,-1.258644,66.922100,0.720400,0.621700,1.273000,5736392.020027,620164.377637,-66.922100,30U
1403772871990787,8,51.765505,-1.258644,66.901500,0.731600,0.635500,1.291100,5736392.020001,620164.367212,-66.901500,30U
1403772872191219,8,51.765505,-1.258644,66.889700,0.742900,0.649400,1.309500,5736392.027050,620164.366768,-66.889700,30U
1403772872406171,8,51.765505,-1.258644,66.890400,0.754500,0.663400,1.328100,5736392.042499,620164.361913,-66.890400,30U
1403772872589419,8,51.765505,-1.258644,66.855900,0.766200,0.677600,1.347100,5736392.038652,620164.354034,-66.855900,30U
1403772872789665,8,51.765505,-1.258644,66.837300,0.778100,0.691800,1.366400,5736392.046960,620164.348857,-66.837300,30U
1403772872990225,8,51.765505,-1.258644,66.819800,0.790100,0.706200,1.385900,5736392.053436,620164.344926,-66.819800,30U
1403772873191124,8,51.765505,-1.258644,66.806500,0.802300,0.720700,1.405700,5736392.060934,620164.338903,-66.806500,30U
