source_timestamp,destination_timestamp,x,y,z,roll,pitch,yaw
1403537851909290,1403537851846790,4.224013e-04,-3.927298e-04,-2.658231e-04,-2.306813e-05,-1.440980e-05,1.382357e-05
1403537851971791,1403537851909290,-1.638457e-04,8.627056e-05,-2.640446e-04,-2.626045e-05,-1.765373e-05,1.164216e-06
1403537852034292,1403537851971791,1.669764e-05,-1.346919e-05,1.257787e-04,1.447276e-05,1.514534e-05,1.697021e-05
1403537852096792,1403537852034292,2.055941e-04,-3.517851e-04,-1.600104e-04,5.134716e-06,-1.165094e-05,1.201938e-05
1403537852471796,1403537852409298,8.821440e-04,-4.183570e-04,-5.426669e-04,-2.365457e-05,-2.846089e-05,1.015504e-05
1403537852596796,1403537852534297,3.867254e-05,1.873098e-04,-5.056354e-06,1.166729e-05,7.595533e-07,-9.835402e-06
1403537852659297,1403537852596796,4.181162e-04,-1.171240e-04,-9.202351e-05,-7.170326e-06,6.770744e-05,6.185935e-07
1403537852721799,1403537852659297,-4.817427e-03,4.718052e-03,8.739868e-03,4.362175e-04,7.051380e-04,-2.932895e-04
1403537852784301,1403537852721799,4.326657e-04,-1.006683e-04,1.289924e-04,3.637996e-05,-3.643967e-05,-5.722498e-06
1403537852846801,1403537852784301,3.469618e-04,-1.534063e-04,-4.024734e-05,-1.114239e-05,-1.852054e-05,3.686010e-06
1403537852909299,1403537852846801,-3.938434e-04,-3.379022e-04,2.185827e-03,-6.013426e-05,1.941761e-04,7.923016e-05
1403537852971801,1403537852909299,-3.035085e-04,1.278080e-04,-9.341335e-05,-1.912099e-06,1.237993e-05,-1.269556e-06
1403537853034303,1403537852971801,-3.306607e-05,1.377634e-04,-2.425041e-05,5.717144e-06,1.977806e-05,-8.442033e-06
1403537853096803,1403537853034303,-1.009603e-03,-5.130518e-04,8.865821e-04,-6.308019e-05,5.774069e-05,7.508126e-05
1403537853159303,1403537853096803,3.558852e-04,-1.083051e-04,8.616836e-05,1.458386e-05,-2.470441e-05,7.183286e-06
1403537853221804,1403537853159303,3.089180e-05,-2.962255e-05,9.899347e-06,-6.160179e-06,8.307398e-07,8.736037e-07
1403537853284305,1403537853221804,-1.007396e-03,-6.040342e-05,2.166989e-03,8.430842e-05,1.917111e-04,2.454264e-05
1403537853346805,1403537853284305,1.644055e-04,-1.040419e-05,3.566591e-04,1.859651e-05,2.246857e-04,1.914216e-05
1403537853409306,1403537853346805,-1.747387e-05,3.450765e-05,1.875367e-04,-5.099084e-05,2.819708e-04,3.434148e-05
1403537853471807,1403537853409306,1.532905e-03,-1.473752e-03,9.102953e-04,-8.819214e-05,3.476276e-04,1.103928e-04
1403537853534307,1403537853471807,3.817207e-03,-3.540840e-04,1.580514e-05,-7.304504e-05,4.726141e-04,6.674960e-05
1403537853596808,1403537853534307,4.042579e-04,1.300675e-04,-1.733340e-05,-1.494563e-04,4.501066e-04,1.926746e-04
1403537853659311,1403537853596808,8.295704e-03,-6.504804e-04,-1.207860e-04,-7.572769e-05,4.241649e-04,1.808013e-04
1403537853721809,1403537853659311,1.103062e-02,-4.417723e-04,-7.363873e-04,-3.960362e-05,2.294194e-04,1.509225e-04
1403537853784310,1403537853721809,1.290521e-02,-5.133359e-04,-6.355600e-04,-8.353642e-05,6.943216e-05,1.275213e-04
1403537853846811,1403537853784310,1.422533e-02,-2.318707e-04,-6.022130e-04,-4.672571e-05,3.471991e-05,5.761849e-05
1403537853909312,1403537853846811,1.463231e-02,-2.760628e-04,-1.223022e-03,3.014653e-05,-5.086155e-05,4.917233e-05
1403537853971813,1403537853909312,1.595034e-02,-3.582150e-04,-1.256710e-03,8.153537e-05,-8.390996e-05,-1.807364e-05
1403537854034316,1403537853971813,1.713014e-02,-2.395992e-04,-1.234404e-03,3.920772e-04,-4.951365e-05,-1.084663e-04
1403537854096816,1403537854034316,1.621212e-02,1.042552e-03,-1.207335e-03,6.922344e-04,-2.829489e-05,-1.035474e-04
1403537854159317,1403537854096816,1.597877e-02,1.940971e-03,-1.763118e-03,7.191353e-04,-6.449736e-05,1.545079e-05
1403537854221816,1403537854159317,1.584246e-02,2.459168e-03,-2.019251e-03,7.502088e-04,-2.282095e-04,1.810841e-04
1403537854284317,1403537854221816,1.579175e-02,2.417203e-03,-2.086965e-03,1.040047e-03,-3.659963e-04,3.877031e-04
1403537854346821,1403537854284317,1.565157e-02,2.275217e-03,-1.794571e-03,8.634375e-04,-1.611476e-04,3.680019e-04
1403537854409319,1403537854346821,1.703310e-02,7.556614e-04,-2.014427e-03,3.851622e-04,7.083050e-05,4.016427e-04
1403537854471820,1403537854409319,1.707761e-02,6.353613e-04,-1.747216e-03,-3.127705e-05,1.404058e-04,3.634600e-04
1403537854534323,1403537854471820,1.927402e-02,-2.075258e-05,-1.431441e-03,-1.050720e-04,-8.333905e-06,3.878287e-04
1403537854596821,1403537854534323,1.989647e-02,5.023671e-04,-1.257437e-03,4.575154e-05,-1.460275e-04,3.892229e-04
1403537854659324,1403537854596821,2.096231e-02,1.172278e-04,-1.778690e-03,-2.993114e-04,-1.621196e-04,5.111432e-04
1403537854721824,1403537854659324,2.197039e-02,3.785895e-04,-1.568320e-03,-3.287682e-04,-2.194776e-05,5.869437e-04
1403537854784324,1403537854721824,2.406306e-02,-2.549980e-04,-1.205637e-03,-1.174763e-04,-4.901752e-05,6.121190e-04
1403537854846826,1403537854784324,2.374564e-02,6.522289e-04,-1.732553e-03,-4.200247e-04,-2.688206e-04,4.514930e-04
1403537854909328,1403537854846826,2.628569e-02,1.232887e-04,-8.020987e-04,-4.788963e-04,-2.461605e-04,4.017140e-04
1403537854971829,1403537854909328,2.863448e-02,-1.738177e-04,-1.335758e-03,-5.421444e-04,-2.131582e-04,5.133874e-04
1403537855034327,1403537854971829,2.972987e-02,-1.681859e-04,-7.251239e-04,-5.490778e-04,-2.225929e-04,7.786321e-04
1403537855096828,1403537855034327,3.104625e-02,-1.615254e-05,-1.439051e-03,-5.921615e-04,-3.654043e-04,1.036501e-03
1403537855159330,1403537855096828,3.375250e-02,8.842117e-04,-1.445503e-03,2.345489e-04,-3.404440e-04,9.323700e-04
1403537855221830,1403537855159330,3.372200e-02,2.186930e-03,-1.789717e-03,5.261242e-04,-1.106408e-04,7.473300e-04
1403537855284331,1403537855221830,3.376465e-02,2.189611e-03,-2.649524e-03,2.119579e-04,-3.598841e-05,7.667254e-04
1403537855346832,1403537855284331,3.573533e-02,1.889502e-03,-2.048205e-03,1.991960e-04,-1.084223e-04,9.022926e-04
1403537855409333,1403537855346832,3.656401e-02,2.038916e-03,-2.168625e-03,2.407866e-04,-1.053212e-04,1.079345e-03
1403537855471833,1403537855409333,3.886391e-02,2.051244e-04,-1.813871e-03,-4.139803e-04,-5.412155e-05,1.251102e-03
1403537855534335,1403537855471833,3.892959e-02,-9.172651e-04,-1.362990e-03,-1.431880e-03,1.133942e-04,1.234350e-03
1403537855596835,1403537855534335,4.070800e-02,-1.805096e-03,-1.260813e-03,-1.462440e-03,3.818378e-04,1.048104e-03
1403537855659337,1403537855596835,4.257470e-02,-6.032062e-04,-1.419696e-03,-7.339369e-04,5.997789e-04,7.804983e-04
1403537855721853,1403537855659337,4.215752e-02,1.350799e-03,-2.582661e-03,-6.795549e-04,4.043168e-04,5.678038e-04
1403537855784338,1403537855721853,4.522819e-02,1.283568e-03,-2.536712e-03,1.359313e-04,3.418730e-04,9.588864e-04
1403537855846839,1403537855784338,4.589072e-02,2.570260e-03,-2.855077e-03,1.073134e-03,1.336522e-04,1.422718e-03
1403537855909340,1403537855846839,4.725684e-02,3.286744e-03,-3.905509e-03,6.931932e-04,2.525795e-04,1.724909e-03
1403537855971841,1403537855909340,4.889219e-02,3.328465e-03,-3.130228e-03,4.589389e-04,4.853830e-04,1.545707e-03
1403537856034343,1403537855971841,5.110010e-02,2.713765e-03,-3.411052e-03,5.443295e-04,4.745110e-04,1.117419e-03
1403537856096842,1403537856034343,5.474244e-02,1.240239e-03,-2.887433e-03,3.441262e-04,2.957463e-04,8.147369e-04
1403537856159343,1403537856096842,5.680212e-02,2.120333e-03,-3.899478e-03,1.972318e-04,-2.912604e-05,6.558144e-04
1403537856221845,1403537856159343,5.920457e-02,1.219208e-03,-3.889482e-03,-1.271061e-04,-1.801543e-04,9.384786e-04
1403537856284345,1403537856221845,5.960079e-02,3.147814e-03,-4.755317e-03,7.013416e-04,7.623753e-06,1.449284e-03
1403537856346846,1403537856284345,6.342627e-02,3.271208e-03,-5.534702e-03,1.041937e-03,1.084040e-04,1.874215e-03
1403537856409347,1403537856346846,6.673193e-02,3.175957e-03,-4.324031e-03,4.127234e-04,-1.726244e-07,1.839851e-03
1403537856471848,1403537856409347,6.904513e-02,2.258907e-03,-4.310520e-03,4.604364e-04,-2.273943e-04,1.568492e-03
1403537856534349,1403537856471848,7.218336e-02,2.560487e-03,-3.439398e-03,6.468983e-05,-3.223844e-04,9.894627e-04
1403537856596849,1403537856534349,7.539124e-02,1.248258e-03,-3.830720e-03,-9.781119e-04,-5.506735e-04,7.221481e-04
1403537856659350,1403537856596849,7.981622e-02,-7.411313e-04,-4.031889e-03,-1.854293e-03,-3.535123e-04,1.194693e-03
1403537856721853,1403537856659350,8.419937e-02,-2.632103e-03,-3.730008e-03,-1.884969e-03,-3.330112e-04,1.539716e-03
1403537856784354,1403537856721853,8.707046e-02,-2.787863e-03,-4.279702e-03,-1.185939e-03,-6.325554e-04,1.325619e-03
1403537856846852,1403537856784354,9.073349e-02,6.520746e-04,-5.274475e-03,-4.902533e-04,-1.349268e-03,6.785373e-04
1403537856909352,1403537856846852,9.349864e-02,1.802461e-03,-5.967695e-03,-2.060289e-04,-1.632426e-03,7.062185e-04
1403537856971853,1403537856909352,9.520938e-02,2.687718e-03,-7.466083e-03,7.452420e-04,-1.232872e-03,1.205867e-03
1403537857034353,1403537856971853,9.489038e-02,4.251813e-03,-7.438858e-03,1.219232e-03,-5.384764e-04,1.658184e-03
1403537857096853,1403537857034353,9.788194e-02,1.250303e-03,-6.398382e-03,1.283145e-04,2.785617e-04,1.851210e-03
1403537857159356,1403537857096853,1.006221e-01,-1.115159e-03,-4.282804e-03,-1.289609e-03,1.058858e-03,1.384278e-03
1403537857221854,1403537857159356,1.029869e-01,-2.680037e-03,-4.126926e-03,-1.763451e-03,7.911938e-04,7.642201e-04
1403537857284354,1403537857221854,1.053072e-01,-2.083051e-03,-5.583199e-03,-8.539858e-04,4.209545e-04,3.150316e-04
1403537857346857,1403537857284354,1.077758e-01,-5.265380e-04,-5.960204e-03,4.746859e-04,5.224028e-04,2.959979e-04
1403537857409355,1403537857346857,1.063669e-01,3.575398e-03,-7.631813e-03,1.456682e-03,4.208766e-05,8.079976e-04
1403537857471855,1403537857409355,1.108629e-01,6.887520e-03,-8.201690e-03,2.350589e-03,-1.098279e-03,1.755288e-03
1403537857534356,1403537857471855,1.125559e-01,6.270041e-03,-8.096215e-03,3.084991e-03,-1.595554e-03,1.782899e-03
1403537857659356,1403537857534356,2.274307e-01,4.942746e-03,-1.471289e-02,3.656894e-03,6.411618e-04,1.933286e-03
