source_timestamp,destination_timestamp,x,y,z,roll,pitch,yaw
1403538151037543,1403538150975044,8.009841e-06,3.728073e-06,8.657604e-06,-5.873993e-07,7.711379e-07,-9.964840e-07
1403538151100045,1403538151037543,2.911081e-04,-1.735690e-04,-1.785893e-04,6.405518e-06,-9.758070e-06,9.646234e-06
1403538151162546,1403538151100045,-6.330706e-05,-9.945104e-06,-3.170363e-06,2.731112e-06,-4.082600e-06,1.935432e-06
1403538151225046,1403538151162546,-2.266845e-04,1.730619e-04,-1.011045e-04,-2.552252e-06,-9.517234e-06,-1.017382e-05
1403538151287548,1403538151225046,8.534359e-04,-1.755798e-03,7.042112e-04,1.398903e-04,1.210300e-04,8.464245e-05
1403538151787552,1403538151725053,8.430679e-04,-1.066755e-03,-2.178324e-04,1.729308e-05,-7.230681e-06,4.976402e-05
1403538151912556,1403538151850053,3.459114e-05,2.970672e-05,-3.192622e-05,5.047605e-06,1.895879e-06,-2.252860e-06
1403538151975055,1403538151912556,-6.074705e-05,1.149610e-04,-3.660817e-05,-8.964394e-06,-2.211443e-06,-4.664714e-06
1403538152037556,1403538151975055,4.623570e-04,-1.028105e-03,9.413764e-04,1.419486e-04,1.449665e-04,-1.150045e-05
1403538152100056,1403538152037556,-6.479251e-05,6.388419e-05,3.260012e-05,-8.463670e-06,4.168379e-06,-2.706469e-06
1403538152162557,1403538152100056,-4.626892e-06,-8.708627e-05,-3.563525e-05,-3.642057e-06,3.088331e-06,8.461441e-06
1403538152225057,1403538152162557,-8.904529e-04,1.213203e-04,2.954298e-04,8.526522e-07,4.699208e-05,-2.552299e-05
1403538152287557,1403538152225057,4.128731e-05,6.158162e-06,-1.052507e-05,-9.206729e-06,1.500271e-06,-6.372128e-06
1403538152350059,1403538152287557,-2.466484e-06,1.972165e-05,1.607019e-05,1.509493e-06,-1.168234e-06,-2.333179e-06
1403538152412560,1403538152350059,9.937661e-04,-3.203064e-04,-3.055034e-04,-8.444647e-05,-1.670278e-06,-5.696473e-06
1403538152475059,1403538152412560,-2.385646e-05,-7.232248e-06,1.770552e-06,-2.436212e-06,-4.107812e-06,1.044320e-06
1403538152537561,1403538152475059,7.300778e-05,-1.465710e-05,2.147566e-05,5.004791e-06,6.517552e-06,-8.151341e-07
1403538152600060,1403538152537561,-5.265595e-04,-1.997830e-05,5.469793e-04,6.851073e-05,3.015717e-05,-3.873352e-06
1403538152662561,1403538152600060,7.335279e-05,-1.149066e-05,3.547244e-05,5.611215e-06,4.869111e-06,-6.007392e-07
1403538152725061,1403538152662561,-1.928442e-05,1.871206e-06,6.865599e-06,4.108063e-06,-1.297594e-06,1.279723e-06
1403538152787562,1403538152725061,-6.971881e-05,2.261564e-05,1.133608e-05,4.647252e-06,-5.824088e-06,9.470207e-06
1403538152850066,1403538152787562,2.268893e-04,-6.089236e-05,8.594517e-05,1.598698e-06,2.951432e-06,-1.646379e-06
1403538152912564,1403538152850066,-3.728730e-05,7.643433e-06,-1.942428e-05,1.512901e-05,-4.197190e-06,-6.046448e-06
1403538152975066,1403538152912564,-2.998599e-04,6.409365e-05,-1.247163e-04,8.766016e-06,-1.711402e-05,-3.312364e-06
1403538153037565,1403538152975066,1.105325e-05,1.421114e-05,-1.010728e-05,-1.105226e-06,-2.344406e-06,-1.254055e-06
1403538153100070,1403538153037565,-4.807306e-05,-2.796376e-05,-1.692164e-05,-1.787760e-06,-8.282922e-07,7.740886e-07
1403538153162570,1403538153100070,1.644812e-05,7.343759e-06,-1.596885e-05,-4.984509e-06,-1.769771e-06,-3.163208e-06
1403538153225068,1403538153162570,8.716494e-06,1.470179e-05,-1.930317e-06,7.301295e-06,1.624960e-06,-7.979069e-06
1403538153287569,1403538153225068,-4.190718e-05,2.236833e-05,1.665814e-05,5.766066e-06,3.934444e-06,-4.994597e-06
1403538153350071,1403538153287569,-3.900666e-06,2.915926e-05,5.878940e-06,1.255173e-05,4.686591e-07,-4.942984e-06
1403538153412573,1403538153350071,-7.982875e-06,-6.918850e-06,3.046791e-07,3.652665e-06,1.899726e-07,3.657163e-06
1403538153475073,1403538153412573,-4.719238e-05,-2.187343e-05,-3.006617e-05,5.796444e-06,1.461440e-06,-1.063249e-06
1403538153537572,1403538153475073,-5.517992e-05,1.803518e-05,3.652230e-05,1.799656e-05,1.069220e-05,-2.878281e-06
1403538153600074,1403538153537572,-3.409548e-07,4.864090e-06,4.690316e-06,-7.637841e-06,3.098182e-06,1.638134e-06
1403538153662575,1403538153600074,-4.451743e-05,9.445664e-05,8.197322e-06,7.571029e-06,6.693621e-07,-8.562211e-06
1403538153725076,1403538153662575,-4.279818e-06,-7.370645e-05,4.023492e-06,-4.437501e-08,-2.124508e-06,8.245888e-06
1403538153787578,1403538153725076,1.752256e-04,-6.601667e-05,9.161181e-05,2.299103e-06,4.551702e-06,-1.317650e-06
1403538153850077,1403538153787578,-1.693562e-05,1.558684e-06,-3.621101e-06,3.467970e-06,4.119239e-07,3.967698e-06
1403538153912578,1403538153850077,-4.016860e-05,3.406087e-05,-2.813857e-05,6.674933e-06,-6.645182e-06,-7.018819e-07
1403538153975079,1403538153912578,9.112434e-05,-5.836373e-05,-3.587807e-05,-8.876711e-06,1.653981e-06,4.013819e-06
