source_timestamp,destination_timestamp,x,y,z,roll,pitch,yaw
1418132416799606,1418132416737115,-9.137664e-05,-4.288781e-05,3.522508e-05,-5.251746e-05,8.943627e-05,4.349498e-05
1418132416862098,1418132416799606,1.351431e-04,1.547150e-05,-2.593912e-05,-1.574323e-05,1.084351e-05,7.776986e-06
1418132416924588,1418132416862098,3.232565e-04,4.870797e-05,1.104984e-04,-4.523638e-06,2.172387e-06,-9.916049e-06
1418132416987080,1418132416924588,6.267244e-04,-6.095552e-05,-3.591155e-05,-2.778532e-05,-3.018412e-07,-6.677478e-06
1418132417049572,1418132416987080,-6.411240e-04,-1.844087e-04,-2.864186e-04,-1.110340e-05,1.594552e-05,3.047762e-05
1418132417112060,1418132417049572,1.313277e-03,2.846561e-04,4.825776e-05,3.315063e-06,3.497771e-05,-1.730382e-07
1418132417174554,1418132417112060,7.395520e-04,4.763851e-06,2.260234e-04,-1.311542e-05,2.764069e-05,2.003457e-05
1418132417237047,1418132417174554,1.241216e-03,5.474503e-05,-1.091281e-04,-2.530598e-06,-8.125170e-05,9.581046e-06
1418132417299536,1418132417237047,1.332569e-03,-2.137418e-05,1.795658e-04,5.369279e-06,-1.158691e-04,-3.081602e-05
1418132417362027,1418132417299536,2.124428e-04,-1.177669e-05,-8.541463e-05,4.342069e-05,-9.703238e-05,-3.873237e-06
1418132417424514,1418132417362027,1.763438e-04,-7.229531e-06,-7.839073e-05,-2.779556e-07,-4.632182e-05,5.802181e-06
1418132417487004,1418132417424514,-1.237159e-04,-3.530637e-06,-4.681288e-05,5.277937e-07,-5.727027e-06,3.501431e-06
1418132417549494,1418132417487004,-4.255019e-04,4.983854e-05,-8.025687e-05,7.826661e-05,3.402332e-05,-5.864247e-06
1418132417611983,1418132417549494,-3.311799e-04,1.946953e-05,-1.924478e-05,1.164749e-05,4.644093e-05,-1.147480e-05
1418132417674473,1418132417611983,-4.669235e-04,-1.810442e-05,-1.248824e-04,-5.910387e-06,1.121903e-05,-8.866801e-06
1418132417736962,1418132417674473,-1.076987e-04,4.306756e-06,-2.054570e-05,1.717732e-05,1.329070e-05,5.777028e-07
1418132417799450,1418132417736962,-1.679487e-04,-3.567381e-05,-1.685510e-05,4.192759e-06,2.765355e-05,1.539743e-05
1418132417861941,1418132417799450,-4.596631e-05,-7.954496e-06,5.582200e-06,1.069549e-05,2.954122e-05,5.053604e-06
1418132417924442,1418132417861941,1.372137e-04,1.794148e-05,3.179051e-05,-5.786213e-06,-1.270712e-05,-1.440592e-06
1418132417986930,1418132417924442,2.277367e-04,3.113165e-05,-1.294937e-05,-7.339301e-06,-6.559887e-05,-1.010742e-05
1418132418049426,1418132417986930,3.450013e-05,-3.587147e-05,-1.665157e-05,-1.247649e-05,-2.077016e-05,8.268012e-06
1418132418111915,1418132418049426,-4.739522e-05,-5.737241e-06,-2.035815e-05,1.064478e-05,1.321634e-05,8.612804e-06
1418132418174414,1418132418111915,7.356936e-06,-3.011452e-05,-1.494939e-05,1.646895e-06,-2.705689e-07,6.997018e-06
1418132418236910,1418132418174414,-4.859795e-05,-6.082900e-05,-5.796596e-05,-4.138465e-05,-3.635653e-05,-5.866555e-06
1418132418299398,1418132418236910,-1.605252e-06,-4.507206e-05,1.221164e-05,-1.500344e-05,-5.879062e-06,-6.191478e-06
1418132418361886,1418132418299398,-2.165440e-04,-3.819787e-05,-2.443267e-07,-1.380663e-05,4.820995e-05,3.903077e-06
1418132418424377,1418132418361886,-9.767233e-05,-3.086915e-05,-4.304313e-06,2.455132e-05,4.104639e-05,1.551062e-05
1418132418486865,1418132418424377,5.310752e-05,2.295328e-05,6.556655e-06,1.489228e-05,-9.172891e-06,1.176125e-06
1418132418549355,1418132418486865,5.935373e-05,3.583022e-05,-6.127355e-05,7.930844e-05,-5.354941e-05,2.841689e-06
1418132418611844,1418132418549355,2.005520e-05,1.181204e-06,2.648185e-07,1.164589e-06,-6.500515e-06,4.979469e-06
1418132418674333,1418132418611844,-4.317188e-05,-1.970136e-05,4.656082e-06,-1.429070e-05,1.136255e-05,1.115641e-05
1418132418736825,1418132418674333,-2.716920e-05,-2.723867e-06,-4.094143e-06,-1.172998e-05,4.962835e-06,1.037267e-06
1418132418799312,1418132418736825,2.045961e-05,7.758827e-06,6.399246e-06,-1.413219e-05,-3.403146e-06,-1.139240e-05
1418132418861802,1418132418799312,-3.103556e-06,9.219369e-06,1.203146e-05,-2.025143e-05,1.301981e-07,-1.098827e-05
1418132418924294,1418132418861802,1.884163e-05,2.311601e-05,9.259654e-06,1.250241e-05,-3.119879e-06,-5.557068e-06
1418132418986780,1418132418924294,8.681469e-05,3.601512e-05,2.245945e-05,4.537650e-05,-7.382013e-06,1.328218e-05
1418132419049270,1418132418986780,1.113453e-05,-4.978456e-06,-7.761870e-06,1.784494e-05,-9.742506e-06,1.567140e-05
1418132419111759,1418132419049270,-2.454441e-05,2.746666e-07,-4.630656e-06,2.238065e-06,9.274091e-06,-4.044956e-09
1418132419174248,1418132419111759,-5.086237e-05,3.586575e-06,-9.572205e-06,5.117348e-08,6.790682e-06,-1.392572e-05
1418132419236738,1418132419174248,1.163361e-05,-2.840954e-06,1.875732e-06,-1.603287e-05,-8.403531e-06,-3.533400e-06
1418132419299228,1418132419236738,-1.451131e-05,-3.906400e-05,-2.422658e-05,-2.212439e-05,-1.195231e-05,1.098755e-05
1418132419361717,1418132419299228,-5.612995e-05,2.270567e-05,-3.517668e-05,-1.024295e-05,-2.626153e-06,-3.460403e-06
1418132419424206,1418132419361717,1.017952e-05,5.369598e-05,5.573141e-06,1.083784e-05,4.216385e-06,-9.072027e-06
1418132419486698,1418132419424206,-2.895205e-05,1.752123e-05,-8.336268e-06,1.659624e-05,2.250618e-06,-4.710415e-06
1418132419549186,1418132419486698,3.815952e-05,1.291304e-05,1.897180e-05,7.917261e-06,2.072406e-06,2.376966e-06
1418132419611676,1418132419549186,7.243042e-06,-6.722718e-06,6.525022e-06,3.558543e-06,-3.521137e-06,5.165877e-06
1418132419674164,1418132419611676,-2.959392e-05,-3.358753e-05,-4.901801e-05,-9.716289e-06,-1.414035e-05,2.409076e-07
1418132419736653,1418132419674164,-3.803506e-05,-4.038088e-06,-1.836919e-05,-1.743289e-05,-1.168226e-05,-1.189342e-05
1418132419799143,1418132419736653,4.188501e-06,2.980898e-07,3.625184e-06,-4.429896e-06,2.159264e-06,-4.446455e-07
1418132419861632,1418132419799143,-3.211399e-05,-9.437922e-06,-1.130018e-05,-1.081856e-06,2.458838e-07,4.149323e-06
1418132419924121,1418132419861632,3.692407e-06,-5.878692e-07,9.255931e-07,1.600118e-05,1.754808e-06,2.076929e-06
1418132419986611,1418132419924121,1.001284e-04,5.081461e-05,3.478599e-05,1.056231e-05,-2.810720e-08,-9.835317e-06
1418132420049101,1418132419986611,-1.421319e-05,-7.846686e-06,-2.667646e-06,4.499374e-06,9.390205e-07,-1.643772e-06
1418132420111589,1418132420049101,7.105421e-15,-4.884982e-14,-1.332268e-14,-3.053105e-16,-2.498001e-16,1.276757e-15
1418132420174079,1418132420111589,-3.556878e-05,-1.214928e-05,-5.800355e-06,-9.343078e-06,2.813467e-06,5.307388e-07
1418132420236568,1418132420174079,-4.660707e-06,-3.731793e-06,-6.131401e-06,-7.595264e-06,4.847158e-08,-6.498941e-06
1418132420299058,1418132420236568,-1.564095e-05,-1.551569e-05,-1.784289e-05,-3.311669e-06,-6.800730e-06,7.196894e-07
1418132420361548,1418132420299058,-2.170101e-05,-1.372182e-05,-1.689195e-05,1.277469e-05,-5.031844e-06,6.545453e-08
1418132420424037,1418132420361548,1.054109e-04,3.259936e-05,2.969205e-05,2.924767e-05,4.235686e-06,4.577001e-06
1418132420486526,1418132420424037,5.491234e-05,4.183936e-05,2.265579e-05,9.773987e-06,4.861057e-06,-3.934281e-08
1418132420549015,1418132420486526,-9.187872e-06,-6.138983e-06,-1.425235e-06,-1.249621e-05,-2.404161e-07,-3.150219e-07
1418132420611505,1418132420549015,-2.514659e-05,-4.700242e-06,-2.740157e-05,-2.431505e-05,-5.599229e-06,-1.954573e-06
1418132420673994,1418132420611505,4.166128e-05,8.609780e-06,1.374348e-05,-8.312281e-06,-2.547731e-06,-2.725509e-06
1418132420736484,1418132420673994,-1.115294e-04,-2.727139e-05,-2.191189e-05,-1.225413e-05,4.761842e-07,1.843348e-06
1418132420798974,1418132420736484,-3.720404e-05,1.773314e-06,-7.288306e-06,1.063367e-05,3.211858e-06,4.930756e-07
1418132420861462,1418132420798974,-4.572448e-05,8.814222e-06,-1.238184e-05,1.828018e-05,4.066561e-06,6.753881e-07
1418132420923951,1418132420861462,-3.399782e-05,-1.129977e-05,-1.565483e-05,7.385487e-06,-4.754120e-06,4.073355e-06
1418132420986443,1418132420923951,-4.378339e-06,-2.938321e-06,8.492444e-07,1.898280e-06,-2.381801e-06,8.264132e-07
1418132421048930,1418132420986443,6.548414e-05,-3.448068e-05,3.927436e-05,-3.325859e-06,3.156646e-08,6.097374e-07
1418132421111422,1418132421048930,1.805069e-05,-1.554928e-06,1.591557e-05,-1.537575e-05,1.653634e-06,-6.934922e-06
1418132421173909,1418132421111422,-3.167160e-06,7.183932e-06,-1.325016e-07,-6.946252e-06,2.875819e-06,-8.880474e-07
1418132421236399,1418132421173909,-3.422684e-05,-6.313553e-06,-1.266830e-05,3.913130e-06,6.221232e-07,-1.313058e-08
1418132421298888,1418132421236399,-6.652863e-05,2.749417e-07,-1.972953e-05,6.857864e-06,-2.909855e-06,-1.298017e-06
1418132421361378,1418132421298888,2.971913e-07,6.581698e-07,-3.459482e-06,1.338601e-05,-4.456183e-06,2.001118e-07
1418132421423866,1418132421361378,4.490539e-05,-5.216610e-05,1.572013e-05,9.877362e-06,1.004301e-06,7.799049e-06
1418132421486357,1418132421423866,-1.265582e-05,-2.047243e-06,-8.754562e-06,-6.923055e-06,-7.218029e-07,2.010152e-07
1418132421548844,1418132421486357,1.751486e-06,2.835030e-06,-3.917376e-06,-1.154759e-05,3.113482e-07,3.229695e-06
1418132421611336,1418132421548844,-3.418678e-05,6.564191e-07,-4.470744e-06,-2.691540e-06,2.681165e-06,-3.089049e-06
1418132421673826,1418132421611336,7.628955e-05,-5.540795e-06,1.839403e-05,-8.329231e-06,-2.929477e-06,-6.334623e-06
1418132421736314,1418132421673826,2.315443e-05,7.794431e-06,7.602638e-06,5.765137e-06,-1.586521e-06,1.424333e-06
1418132421798802,1418132421736314,-5.133757e-06,-6.707899e-07,-4.859089e-06,4.770216e-06,-2.005216e-06,2.690780e-06
1418132421861293,1418132421798802,-2.240207e-05,3.008192e-05,1.363878e-06,3.305323e-06,2.856034e-06,-1.610897e-06
1418132421923781,1418132421861293,-5.645633e-05,2.307562e-05,-4.271507e-05,5.004525e-06,-3.772601e-06,8.522368e-07
1418132421986271,1418132421923781,-3.253888e-05,-5.427394e-06,2.912639e-06,1.660944e-06,1.284669e-06,-1.139056e-06
1418132422048760,1418132421986271,8.201525e-06,-2.348510e-05,-7.702702e-07,1.599273e-06,3.919764e-06,6.642881e-07
1418132422111249,1418132422048760,-3.389492e-06,-1.992764e-06,-1.046863e-06,-3.925758e-06,1.730602e-06,-5.107051e-07
1418132422173738,1418132422111249,-3.387883e-05,-2.952036e-05,-1.715572e-05,-2.565496e-05,-1.227888e-05,8.672958e-07
1418132422236228,1418132422173738,8.130199e-06,1.736089e-06,-1.161860e-05,-1.098598e-06,-6.252715e-06,-1.342328e-06
1418132422298717,1418132422236228,1.097244e-05,6.887941e-06,1.331831e-05,3.500498e-06,4.386453e-06,-1.530951e-06
1418132422361207,1418132422298717,4.824660e-05,-1.444750e-06,3.184707e-05,4.929990e-06,6.194197e-06,4.046831e-06
1418132422423698,1418132422361207,1.544436e-04,9.071637e-05,5.278062e-05,6.766397e-06,6.863954e-08,-3.796986e-06
1418132422486186,1418132422423698,-9.635312e-06,7.173848e-06,-5.916920e-06,1.987777e-06,1.016682e-06,-7.500264e-06
1418132422548675,1418132422486186,-2.492738e-05,1.634019e-05,-1.456739e-05,-1.247295e-06,-3.442588e-06,-4.161641e-06
1418132422611164,1418132422548675,4.387443e-05,-4.199654e-06,9.808026e-06,-4.888414e-06,-2.563432e-06,7.394026e-07
1418132422673656,1418132422611164,-1.398383e-05,-1.275309e-05,-7.863840e-06,-3.826476e-06,-6.643194e-07,5.782829e-06
1418132422736143,1418132422673656,4.217797e-05,3.087673e-05,2.874020e-05,1.438768e-05,4.243698e-06,-4.914761e-06
1418132422798632,1418132422736143,-2.848349e-05,-5.737083e-06,-1.271267e-05,5.095015e-06,8.083242e-08,1.582944e-06
1418132422861122,1418132422798632,7.308126e-06,-4.803607e-06,1.463908e-06,-2.330229e-06,-2.657846e-06,2.435277e-06
1418132422923612,1418132422861122,4.886065e-05,1.155159e-05,1.728567e-05,-1.831911e-06,-4.886963e-07,6.688925e-07
1418132422986101,1418132422923612,-2.448815e-05,-9.486478e-06,-7.677853e-06,4.835025e-07,-1.828893e-06,-2.129461e-07
1418132423048591,1418132422986101,4.652941e-06,3.813567e-06,1.120659e-06,2.580110e-06,-1.988679e-06,-4.894444e-06
1418132423173579,1418132423048591,-4.220768e-06,-2.694770e-05,7.521416e-07,-3.846649e-06,2.260595e-06,6.044142e-06
1418132423236085,1418132423173579,-6.632998e-07,2.800542e-06,-1.318737e-06,4.732804e-06,2.400005e-06,3.413823e-07
1418132423298560,1418132423236085,-4.353615e-05,4.331517e-06,-1.804700e-05,-2.381180e-05,-6.458963e-06,-1.096119e-05
1418132423361047,1418132423298560,9.291933e-07,1.073037e-05,-1.163359e-05,1.818876e-05,-4.345691e-06,-2.239722e-06
1418132423423536,1418132423361047,-1.054741e-05,-1.413562e-05,-2.194153e-05,1.638848e-05,-1.159287e-05,5.845041e-06
1418132423548526,1418132423423536,2.660006e-05,3.928914e-06,2.171604e-05,-3.296556e-05,9.309205e-06,-4.431810e-06
1418132423611017,1418132423548526,-8.196920e-05,-2.689410e-06,-7.404453e-05,7.832382e-06,-7.765317e-06,-7.258597e-06
1418132423673505,1418132423611017,4.977857e-05,1.676929e-05,2.580133e-05,-4.159466e-06,1.809220e-06,3.248131e-07
1418132423735994,1418132423673505,-3.936150e-05,-1.176082e-05,-2.350783e-05,7.597871e-06,-5.171781e-06,1.112854e-05
1418132423860985,1418132423735994,-1.300282e-06,3.687757e-06,-4.724814e-06,1.076056e-05,1.479788e-06,1.740696e-07
1418132423923473,1418132423860985,-5.656230e-05,-6.501879e-06,-6.157720e-06,-4.887904e-06,4.277483e-06,-4.258743e-06
1418132423985962,1418132423923473,5.289525e-06,-7.350643e-06,2.607483e-06,5.316615e-07,-1.769344e-06,3.788913e-06
1418132424048454,1418132423985962,-9.959954e-06,-9.101650e-06,-1.267516e-05,-1.140968e-05,-5.465396e-06,4.260544e-06
1418132424173440,1418132424048454,6.140465e-06,1.067567e-05,3.918732e-06,3.408950e-06,5.449922e-06,-6.043693e-06
1418132424235930,1418132424173440,7.924026e-07,9.759186e-06,8.682804e-06,4.647377e-06,7.869689e-08,-3.041406e-06
1418132424298422,1418132424235930,-1.460617e-04,-3.200679e-05,-5.649725e-05,-1.047064e-05,-5.282553e-06,1.160706e-05
1418132424360908,1418132424298422,-3.396086e-05,-3.119365e-05,-1.215648e-05,6.184425e-06,2.772051e-06,6.375796e-06
1418132424485898,1418132424360908,-5.913835e-05,-5.164617e-06,-1.783564e-05,-5.537298e-06,-1.129454e-06,-1.075778e-07
1418132424548388,1418132424485898,4.270805e-06,-6.521721e-05,-5.121861e-06,-8.456628e-06,-2.900528e-06,4.876249e-06
1418132424610878,1418132424548388,-1.419590e-05,-8.459635e-06,-2.967719e-06,-3.825152e-06,-3.912307e-06,3.295906e-06
1418132424673367,1418132424610878,1.786066e-05,6.709277e-06,1.206556e-05,-1.279642e-06,3.289459e-06,-4.979474e-06
1418132424798354,1418132424673367,7.806602e-06,8.423515e-07,-1.521148e-05,1.690220e-05,-4.059205e-06,1.080138e-06
1418132424860843,1418132424798354,-6.511764e-05,-8.988818e-06,-3.290451e-05,5.290168e-06,-4.970678e-06,3.032389e-06
1418132424923333,1418132424860843,8.526513e-14,2.842171e-14,-1.385558e-13,-2.359215e-16,-7.216448e-16,2.151057e-16
1418132424985822,1418132424923333,4.832864e-05,3.266233e-05,1.574450e-05,2.849957e-06,-2.406844e-06,-7.558156e-06
1418132425110812,1418132424985822,2.558527e-05,-8.638952e-06,3.302196e-06,-2.399115e-05,-8.729864e-06,2.194226e-07
1418132425173300,1418132425110812,-2.187364e-06,2.266583e-06,-2.939132e-06,4.431565e-06,-3.362423e-07,1.223566e-06
1418132425235790,1418132425173300,6.380404e-06,6.100107e-06,8.313717e-06,-5.291512e-07,2.778121e-06,-4.195984e-06
1418132425298281,1418132425235790,3.225714e-05,1.736007e-05,2.005803e-05,-2.300741e-07,4.452406e-06,4.061336e-07
1418132425423282,1418132425298281,8.652596e-06,1.915808e-06,-9.061164e-06,8.693469e-06,-6.381190e-06,7.847697e-07
1418132425485760,1418132425423282,-9.124404e-05,-3.517184e-05,-4.222511e-05,-4.428239e-06,-4.665976e-06,7.922031e-06
1418132425548248,1418132425485760,7.984938e-05,3.992796e-05,2.122100e-05,4.970241e-06,1.914627e-06,-7.399310e-06
1418132425610738,1418132425548248,-3.640094e-05,-6.531615e-06,-1.062539e-05,-2.230653e-06,2.633196e-06,-4.825558e-07
1418132425735726,1418132425610738,3.938072e-05,-8.854107e-06,9.310032e-06,-1.390969e-05,-4.259752e-06,4.987857e-06
1418132425798216,1418132425735726,9.853556e-06,7.524478e-06,3.598927e-06,-3.323123e-06,-1.778047e-06,-4.638052e-06
1418132425860705,1418132425798216,1.280487e-05,5.788533e-06,3.491338e-06,8.847851e-06,7.879326e-08,-8.386382e-07
1418132425923194,1418132425860705,-3.268497e-13,-2.234657e-12,1.850964e-12,3.108624e-15,9.832413e-15,1.051936e-14
1418132426048183,1418132425923194,1.831643e-05,9.873436e-06,5.715255e-06,-9.498028e-07,-9.722729e-07,-1.972804e-06
1418132426110674,1418132426048183,4.471972e-06,4.852767e-06,-3.851021e-06,-2.508849e-07,-1.658322e-06,-1.843599e-06
1418132426173163,1418132426110674,-6.342063e-05,-1.430201e-05,-3.252497e-05,-4.944532e-06,-5.340460e-06,-1.158073e-06
1418132426235652,1418132426173163,5.192236e-05,1.630352e-05,1.941286e-05,5.403233e-06,-1.045821e-07,4.132961e-07
1418132426360641,1418132426235652,8.676774e-06,2.089065e-05,1.153815e-05,8.361629e-06,5.371022e-06,-5.717446e-06
1418132426423132,1418132426360641,-5.607603e-11,1.247713e-11,-4.908429e-11,-6.212642e-12,-2.602696e-12,1.370001e-12
1418132426485621,1418132426423132,1.207289e-05,-2.711957e-06,-4.423412e-06,3.488375e-06,-2.982203e-06,5.140935e-06
1418132426548110,1418132426485621,2.962063e-05,1.416229e-05,7.713846e-06,-1.025270e-06,-3.036409e-06,-3.318271e-06
1418132426673099,1418132426548110,3.391469e-05,2.702003e-05,2.856697e-05,1.183262e-05,4.538679e-06,-3.471491e-06
1418132426735588,1418132426673099,-1.928326e-05,-2.453041e-06,-4.223751e-07,-1.806076e-06,9.322209e-07,-4.275330e-06
1418132426798079,1418132426735588,-3.725929e-06,-5.327205e-06,-6.650304e-06,-1.511635e-06,-2.554258e-06,6.193843e-06
1418132426860568,1418132426798079,1.980196e-05,-1.426303e-05,1.482062e-06,8.007211e-06,-3.141280e-06,4.197188e-06
1418132426985556,1418132426860568,-4.179314e-05,8.354449e-06,-1.606144e-05,-3.460704e-07,-1.844079e-06,-4.622581e-06
1418132427048048,1418132426985556,7.918832e-05,7.546286e-06,3.249739e-05,4.842148e-06,4.349155e-06,-1.040669e-06
1418132427110536,1418132427048048,-1.883467e-05,8.315997e-06,2.955601e-07,-2.639594e-07,7.428114e-07,1.180338e-06
1418132427173025,1418132427110536,1.831134e-05,-7.489925e-06,2.357339e-06,1.033589e-06,-3.808639e-07,2.637262e-06
1418132427298014,1418132427173025,7.706253e-05,9.882398e-06,3.405451e-05,-7.603358e-06,-4.377748e-06,-9.787095e-08
1418132427360504,1418132427298014,-1.173817e-11,-2.754685e-12,-9.634959e-12,-2.008560e-12,-2.232103e-13,7.142620e-13
1418132427422993,1418132427360504,2.910456e-05,7.712248e-06,1.252769e-05,1.005525e-06,3.540354e-06,9.678316e-07
1418132427485482,1418132427422993,-4.327554e-05,-1.133890e-05,-1.295373e-05,-2.296421e-06,1.613031e-06,-1.947897e-06
1418132427547987,1418132427485482,7.829909e-06,-1.160901e-05,7.721131e-06,6.098718e-06,-1.410113e-06,4.029882e-06
1418132427672961,1418132427547987,2.227711e-05,-7.144133e-06,-1.757860e-05,3.179791e-06,-9.700305e-06,3.155767e-06
1418132427735451,1418132427672961,-2.097090e-05,-2.162984e-06,-4.787769e-06,2.570767e-06,1.664380e-06,2.105018e-07
1418132427797940,1418132427735451,1.780145e-05,2.234281e-07,8.138655e-06,3.876094e-06,8.987210e-07,-1.227717e-06
1418132427860430,1418132427797940,-3.806607e-05,-4.995332e-06,-1.290230e-05,-3.709579e-06,-2.224701e-06,3.751546e-06
1418132427985419,1418132427860430,-5.488286e-06,1.435780e-06,-3.225706e-06,2.329454e-07,-7.213474e-08,-3.225312e-06
1418132428047908,1418132427985419,-4.314792e-05,-2.535271e-05,-9.342999e-06,-8.662164e-06,7.823104e-07,1.482204e-06
1418132428110398,1418132428047908,-4.835232e-06,-1.472242e-05,9.222420e-07,-5.021936e-06,7.648320e-08,2.095994e-06
1418132428172887,1418132428110398,-3.286328e-05,-8.433383e-06,-8.077986e-06,-1.943568e-06,-9.917571e-08,5.732043e-06
1418132428297876,1418132428172887,-4.355642e-05,-2.491674e-05,-1.816123e-05,-3.682694e-06,-1.279327e-06,2.364835e-06
1418132428360366,1418132428297876,1.933148e-05,1.579187e-05,5.842205e-06,6.571332e-06,1.158660e-07,-2.861732e-06
1418132428422856,1418132428360366,5.277571e-05,-1.541988e-05,3.414461e-05,-6.959292e-07,7.917993e-06,2.573919e-06
1418132428485345,1418132428422856,-7.560979e-05,2.051301e-05,-1.528248e-05,-3.406315e-06,1.122151e-06,1.003889e-06
1418132428610334,1418132428485345,-8.170094e-05,-5.413866e-05,-6.362339e-05,-6.143898e-06,-6.479730e-06,5.989538e-07
1418132428672824,1418132428610334,-2.418984e-05,-7.764100e-06,-8.594375e-06,-6.515961e-06,-2.481694e-06,1.694233e-06
1418132428735313,1418132428672824,-1.314504e-05,-3.866035e-06,-2.114736e-05,2.073219e-06,-4.903371e-06,3.715750e-06
1418132428797802,1418132428735313,9.339417e-05,2.595285e-06,3.451598e-05,2.292872e-06,4.194926e-06,-6.631955e-08
1418132428860292,1418132428797802,-3.175060e-05,2.793335e-06,-6.650452e-06,1.046220e-05,5.073293e-06,-2.126081e-06
1418132428985282,1418132428860292,1.321781e-04,5.345110e-05,3.918470e-05,8.819932e-06,2.209873e-06,-4.815626e-06
1418132429047771,1418132428985282,6.564359e-05,8.271087e-06,4.384793e-07,-9.102491e-07,-3.714709e-06,-5.957327e-07
1418132429110260,1418132429047771,-4.443929e-05,1.562969e-05,-1.676354e-05,-3.960143e-06,-1.898522e-06,2.512188e-07
1418132429172749,1418132429110260,4.959370e-06,-1.702724e-07,3.312207e-06,2.420281e-06,2.551556e-06,-9.166862e-07
1418132429297739,1418132429172749,-7.537538e-05,7.406425e-06,-2.659503e-05,1.752786e-05,6.880087e-06,2.834348e-06
1418132429360228,1418132429297739,9.894566e-05,2.734242e-05,1.746277e-05,4.241154e-06,-5.047944e-06,-1.144036e-06
