source_timestamp,destination_timestamp,x,y,z,roll,pitch,yaw
1403772869592912,1403772869530411,2.156263e-06,8.928825e-07,1.071451e-07,-5.001264e-06,6.823269e-07,-1.848434e-06
1403772869717912,1403772869655412,1.021546e-05,6.092869e-05,-1.260590e-05,-6.739634e-06,-1.988272e-06,-5.538623e-06
1403772869780415,1403772869717912,-8.830852e-05,1.049229e-04,3.929894e-06,1.053908e-06,-3.491619e-06,-4.387640e-06
1403772869842914,1403772869780415,-1.026993e-03,-1.490128e-03,3.641370e-03,2.723291e-04,3.096769e-04,1.347438e-04
1403772869905416,1403772869842914,8.700620e-05,-5.630172e-05,2.621925e-05,-6.222038e-06,5.185190e-06,2.353096e-06
1403772869967916,1403772869905416,-5.271599e-05,1.277642e-05,3.845946e-05,1.092336e-05,8.572848e-06,1.192488e-06
1403772870030418,1403772869967916,-1.127443e-03,9.610447e-04,6.827198e-04,-3.076462e-05,9.998022e-05,-6.633591e-05
1403772870092919,1403772870030418,3.474307e-05,-1.728413e-05,3.254555e-06,3.955555e-06,-3.611579e-06,3.791482e-06
1403772870155420,1403772870092919,-5.063728e-05,1.539649e-06,-2.257180e-05,3.153146e-06,-3.993924e-06,-1.717502e-06
1403772870217921,1403772870155420,-7.574581e-04,-5.240003e-04,-5.477268e-04,-1.171333e-04,-6.002929e-06,7.816967e-05
1403772870280421,1403772870217921,2.479389e-05,2.763861e-06,1.356932e-05,-5.031118e-06,2.527052e-06,-2.548264e-06
1403772870342923,1403772870280421,-2.444279e-05,-1.536954e-05,-9.831421e-06,-6.846596e-06,4.452819e-08,1.578865e-06
1403772870405425,1403772870342923,-1.204805e-04,-2.397351e-04,3.756721e-05,-1.757355e-05,1.746565e-05,4.314247e-05
1403772870467924,1403772870405425,1.177189e-05,2.027725e-06,-3.503093e-06,5.130115e-06,-1.511451e-07,3.671555e-06
1403772870530427,1403772870467924,3.791817e-05,7.867690e-06,1.358598e-05,-7.828146e-06,-4.145123e-06,-2.315133e-06
1403772870592928,1403772870530427,1.467630e-04,-1.335691e-04,-9.650569e-05,-2.998569e-06,-4.194073e-06,4.460438e-06
1403772870655427,1403772870592928,-1.845347e-05,-7.683233e-06,1.134896e-06,-1.770155e-05,1.132300e-06,-2.136336e-06
1403772870717929,1403772870655427,3.881866e-05,-2.088877e-06,1.230597e-05,-4.621846e-06,-2.306841e-06,-1.395197e-06
1403772870780429,1403772870717929,-3.209534e-05,4.645077e-06,-5.616983e-06,9.241717e-06,-4.823873e-06,3.261600e-06
1403772870842931,1403772870780429,2.822531e-05,-3.436168e-06,3.395615e-06,1.890065e-05,7.458300e-07,3.175389e-06
1403772870905434,1403772870842931,1.143823e-05,6.623783e-06,6.428691e-06,1.212597e-05,9.562209e-07,1.508566e-06
1403772870967937,1403772870905434,-3.909659e-05,3.701990e-05,-9.322924e-06,7.738574e-06,-2.340569e-07,-2.611771e-06
1403772871030437,1403772870967937,-4.973259e-07,-1.213973e-05,-6.298033e-06,-8.185030e-06,-4.844983e-07,1.664718e-06
1403772871092939,1403772871030437,3.006165e-05,-1.422878e-05,6.619067e-06,-1.263812e-05,-6.036788e-06,3.970943e-07
1403772871155437,1403772871092939,2.187455e-05,1.347811e-05,2.180289e-06,-1.166999e-05,-3.374812e-06,-4.313530e-07
