timestamp,ins_status,latitude,longitude,altitude,northing,easting,down,utm_zone,velocity_north,velocity_east,velocity_down,roll,pitch,yaw
1403538149904435,INS_SOLUTION_GOOD,51.765469,-1.258783,110.443833,5736387.825246,620154.852467,-110.443833,30U,-0.010568,0.009960,0.000472,-0.067700,-0.007476,1.053109
1403538149923864,INS_SOLUTION_GOOD,51.765469,-1.258783,110.443820,5736387.825029,620154.852679,-110.443820,30U,-0.010730,0.009797,0.000870,-0.067703,-0.007477,1.053106
1403538149943853,INS_SOLUTION_GOOD,51.765469,-1.258783,110.443804,5736387.824811,620154.852891,-110.443804,30U,-0.010636,0.009870,0.000967,-0.067705,-0.007475,1.053104
1403538149963849,INS_SOLUTION_GOOD,51.765469,-1.258783,110.443784,5736387.824594,620154.853104,-110.443784,30U,-0.010650,0.009898,0.000997,-0.067708,-0.007475,1.053100
1403538149992937,INS_SOLUTION_GOOD,51.765469,-1.258783,110.443768,5736387.824375,620154.853247,-110.443768,30U,-0.010567,0.009700,0.000876,-0.067711,-0.007475,1.053096
1403538150003749,INS_SOLUTION_GOOD,51.765469,-1.258783,110.443754,5736387.824157,620154.853459,-110.443754,30U,-0.010375,0.009448,0.000548,-0.067715,-0.007475,1.053094
1403538150023825,INS_SOLUTION_GOOD,51.765469,-1.258783,110.443743,5736387.823940,620154.853672,-110.443743,30U,-0.010339,0.009469,0.000683,-0.067720,-0.007475,1.053094
1403538150043476,INS_SOLUTION_GOOD,51.765469,-1.258783,110.443733,5736387.823834,620154.853881,-110.443733,30U,-0.010265,0.009527,0.000364,-0.067724,-0.007477,1.053094
1403538150063721,INS_SOLUTION_GOOD,51.765469,-1.258783,110.443727,5736387.823615,620154.854025,-110.443727,30U,-0.010265,0.009482,0.000256,-0.067727,-0.007477,1.053098
1403538150086448,INS_SOLUTION_GOOD,51.765469,-1.258783,110.443724,5736387.823397,620154.854237,-110.443724,30U,-0.010446,0.009645,0.000153,-0.067724,-0.007477,1.053102
1403538150104819,INS_SOLUTION_GOOD,51.765469,-1.258783,110.443722,5736387.823180,620154.854449,-110.443722,30U,-0.010400,0.009444,-0.000068,-0.067723,-0.007474,1.053104
